DEMANDA,QUANTIDADE,DATA_SOLICITAÇÃO,PRAZO_DESEJADO,DATA_APROVAÇÃO,DATA_EMISSAO_NF,PREVISAO_ENTREGA,NUMERO_NF,FORNECEDOR,VALOR_TOTAL_COMPRA,VALOR_FRETE,CREDITO_ICMS,CNPJ_FATURADO,FORMA_PAGAMENTO,NUMERO_PARCELAS,VALOR_UNITARIO,UNIDADES,CATEGORIA_COMPRAS,CATEGORIA_MATERIAL_PCP
MP004 ILHOS Nº 54PRATA-U,10000,2025-03-28,2025-03-18,2025-03-20,2025-03-21,2025-03-24,123571,Castro e Castro,245.9,0.0,26.83,Mar,Boleto,3.0,0.02,UNIDADES,Aviamentos,ILHOS
MP004 ILHOS Nº 54PRETO-U,10000,2025-03-28,2025-03-18,2025-03-20,2025-03-21,2025-03-24,123571,Castro e Castro,245.9,0.0,26.83,Mar,Boleto,3.0,0.02,UNIDADES,Aviamentos,ILHOS
Percalux Verde Pinho 180g/m2 Bob 1400 mm,50,2025-03-25,2025-03-20,2025-03-24,2025-03-24,2025-03-25,15234,Jafi Decorações,875.0,0.0,0.0,Universo,Cartão,2.0,17.5,METROS,Sintéticos,COURO
MP001 FITA DE CETIM Nº0 4MMVerde Folha - Cod 76 Kit-4MM,200,2025-03-25,2025-03-20,2025-03-24,,2025-03-27,4744,Castro e Castro,19.98,0.0,,Mar,Boleto,3.0,0.1,METROS,Resto,FITA DE CETIM
MP003 ELASTICO Nº 12Verde Limão - São José-U,200,2025-03-25,2025-03-20,2025-03-27,2025-03-28,2025-03-28,130725,Malharia Alto,142.3,0.0,0.0,Natural,Cartão,3.0,0.71,METROS,Aviamentos,ELASTICO
MP434 PAPELAO CORTADO 29X23.5 - CADERNETA 14X21/9X13UNICA-U,39740,2025-03-26,2025-03-26,2025-02-27,2025-03-25,2025-03-28,39942,Papelão União,13126.4,0.0,1528.95,Bruniel,Boleto,4.0,0.33,UNIDADES,Papelão,PAPELAO
MP435 PAPELAO CORTADO 36.5X23.5 - ORG.A5/WIRE-O.A5/PLAN17X19.5UNICA-U,4156,2025-03-26,2025-03-26,2025-02-27,2025-03-25,2025-03-28,39942,Papelão União,2313.89,0.0,268.93,Bruniel,Boleto,4.0,0.56,UNIDADES,Papelão,PAPELAO
MP437 PAPELAO CORTADO 43X27 - FICHARIO A5/17X24/CAD.OGR17X24UNICA-U,3950,2025-03-26,2025-03-26,2025-02-27,2025-03-25,2025-03-28,39942,Papelão União,2970.2,0.0,345.96,Bruniel,Boleto,4.0,0.75,UNIDADES,Papelão,PAPELAO
MP115 Percalux Areia 33 180g/m2 Bob 1400 mmUNICA-U,2,2025-04-03,2025-03-31,2025-04-01,,2025-04-03,4762,Belo Plástico,35.0,0.0,,Natural,Cartão,1.0,17.5,METROS,Sintéticos,COURO
MP136 Percalux Vinho 180g/m2 Bob 1400 mmUNICA-U,2,2025-04-03,2025-03-31,2025-04-01,,2025-04-03,4762,Belo Plástico,35.0,0.0,,Natural,Cartão,1.0,17.5,METROS,Sintéticos,COURO
20381 WIRE-O - BOBINA PRATAUNICA-7/8,4,2025-04-11,2025-04-01,2025-04-02,2025-04-07,2025-04-11,218335,Lassane,1493.94,201.7,173.63,Natural,Boleto,3.0,373.49,UNIDADES,Wire-o,WIRE-O
MP001 FITA DE CETIM Nº0 4MMLaranja - Cód. 25 Kit-4MM,300,2025-04-04,2025-04-01,2025-04-02,2025-04-03,2025-04-04,125050,Castro e Castro,29.97,0.0,3.27,Mar,Boleto,2.0,0.1,METROS,Aviamentos,FITA DE CETIM
20378 WIRE-O - BOBINA PRETAUNICA-3/4,2,2025-04-24,2025-04-09,2025-04-10,2025-04-22,2025-04-24,219101,Lassane,669.37,67.46,85.64,Natural,Boleto,3.0,334.69,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-5/8,4,2025-04-24,2025-04-09,2025-04-10,2025-04-22,2025-04-24,219101,Lassane,438.52,176.77,224.42,Natural,Boleto,3.0,109.63,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,3,2025-04-24,2025-04-09,2025-04-10,2025-04-22,2025-04-24,219101,Lassane,938.45,94.57,120.06,Natural,Boleto,3.0,312.82,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-9/16,4,2025-04-24,2025-04-09,2025-04-10,2025-04-22,2025-04-24,219101,Lassane,1825.71,183.99,233.57,Natural,Boleto,3.0,456.43,CAIXAS,Wire-o,WIRE-O
MP003 ELASTICO Nº 12Amarelo Ouro - São José-U,200,2025-05-09,2025-04-09,2025-04-15,2025-05-02,2025-05-09,162055,Fábrica de Elásicos São José,363.68,16.73,43.64,Universo,Boleto,1.0,1.82,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,1500,2025-05-09,2025-04-09,2025-04-15,2025-05-02,2025-05-09,162055,Fábrica de Elásicos São José,681.9,31.36,81.83,Universo,Boleto,1.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,1500,2025-05-09,2025-04-09,2025-04-15,2025-05-02,2025-05-09,162055,Fábrica de Elásicos São José,681.9,31.36,81.83,Universo,Boleto,1.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,500,2025-05-09,2025-04-09,2025-04-15,2025-05-02,2025-05-09,162055,Fábrica de Elásicos São José,227.3,10.45,27.28,Universo,Boleto,1.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vermelho - São José-U,100,2025-05-09,2025-04-09,2025-04-15,2025-05-02,2025-05-09,162055,Fábrica de Elásicos São José,45.46,2.09,5.46,Universo,Boleto,1.0,0.45,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMAzul Royal - cód. 40-4MM,200,2025-04-17,2025-04-09,2025-04-15,2025-04-15,2025-04-17,126225,Castro e Castro,19.98,0.0,2.18,Mar,Boleto,1.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMarrom - cód. 32-4MM,200,2025-04-17,2025-04-09,2025-04-15,2025-04-15,2025-04-17,126225,Castro e Castro,19.98,0.0,2.17,Mar,Boleto,2.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,1500,2025-04-17,2025-04-09,2025-04-15,2025-04-15,2025-04-17,126225,Castro e Castro,149.85,0.0,16.35,Mar,Boleto,1.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,300,2025-04-17,2025-04-09,2025-04-30,2025-04-30,2025-04-30,72525,Parco Comércio e Serviços,38.97,0.0,0.0,Universo,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVinho - Cód. 37 Kit-4MM,100,2025-04-17,2025-04-09,2025-04-30,2025-04-30,2025-04-30,72525,Parco Comércio e Serviços,12.99,0.0,0.0,Universo,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMarrom - cód. 32-7MM,300,2025-04-17,2025-04-09,2025-04-30,2025-04-30,2025-04-30,72525,Parco Comércio e Serviços,38.97,0.0,0.0,Universo,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP136 Percalux Vinho 180g/m2 Bob 1400 mmUNICA-U,10,2025-04-15,2025-04-10,2025-04-11,2025-04-14,2025-04-15,15286,Jafi Decorações,175.0,0.0,0.0,Universo,Cartão,1.0,17.5,METROS,Sintéticos,COURO
Saco Adesivado 15x24 Aba - Meu Pequeno Cicero,1500,2025-04-15,2025-04-10,2025-04-15,2025-04-15,2025-04-16,10141,Brumar Comercio de Embalagens Ltda,330.0,0.0,0.0,Bela,Boleto,1.0,0.22,UNIDADES,Embalagens,SACO ADESIVADO
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,50000,2025-05-12,2025-04-10,2025-04-15,2025-04-28,2025-05-12,1121971,Mundial SA Produtos de Consumo,5608.8,0.0,673.07,Mar,Boleto,2.0,0.11,UNIDADES,Resto,REBITE
20347 PEVECRON - CEDRO PRETO 180G/M2 BOB 1400 MMUNICA-U,100,2025-08-08,2025-04-10,2025-08-12,2025-08-13,2025-08-18,307260,Magma,2348.56,108.56,268.8,Universo,Pix,1.0,23.49,METROS,Sintéticos,COURO
20346 PEVECRON - CEDRO VERMELHO 180G/M2 BOB 1400 MMUNICA-U,100,2025-08-08,2025-04-10,2025-08-12,2025-08-13,2025-08-18,52514,Brazão Jóia do Brás Comércio Têxtil Ltda,1690.79,95.79,63.8,Universo,Pix,1.0,16.91,METROS,Sintéticos,COURO
MP004 ILHOS Nº 54BRANCO-U,10000,2025-05-05,2025-04-14,2025-04-22,2025-04-28,2025-04-28,126908,Castro e Castro,245.9,0.0,26.83,Mar,Boleto,3.0,0.02,UNIDADES,Aviamentos,ILHOS
MP004 ILHOS Nº 54PRATA-U,10000,2025-05-05,2025-04-14,2025-04-22,2025-04-28,2025-04-28,126908,Castro e Castro,245.9,0.0,26.83,Mar,Boleto,3.0,0.02,UNIDADES,Aviamentos,ILHOS
MP004 ILHOS Nº 54PRETO-U,10000,2025-05-05,2025-04-14,2025-04-22,2025-04-28,2025-04-28,126908,Castro e Castro,245.9,0.0,26.83,Mar,Boleto,3.0,0.02,UNIDADES,Aviamentos,ILHOS
MP431 PAPELAO CORTADO 27X38 - COLEGIAL 17X24UNICA-U,22800,2025-05-05,2025-04-14,2025-04-22,2025-04-30,2025-05-08,40256,Papelão União,12087.3,1036.8,,Bela,Boleto,4.0,0.53,UNIDADES,Papelão,PAPELAO
MP434 PAPELAO CORTADO 29X23.5 - CADERNETA 14X21/9X13UNICA-U,24000,2025-05-05,2025-04-14,2025-04-22,2025-04-30,2025-05-08,40256,Papelão União,11526.03,933.08,,Bela,Boleto,4.0,0.48,UNIDADES,Papelão,PAPELAO
MP435 PAPELAO CORTADO 36.5X23.5 - ORG.A5/WIRE-O.A5/PLAN17X19.5UNICA-U,12000,2025-05-05,2025-04-14,2025-04-22,2025-04-30,2025-05-08,40256,Papelão União,7253.65,587.21,,Bela,Boleto,4.0,0.6,UNIDADES,Papelão,PAPELAO
MP437 PAPELAO CORTADO 43X27 - FICHARIO A5/17X24/CAD.OGR17X24UNICA-U,8000,2025-05-05,2025-04-14,2025-04-22,2025-04-30,2025-05-08,40256,Papelão União,6545.88,529.88,,Bela,Boleto,4.0,0.82,UNIDADES,Papelão,PAPELAO
MP115 Percalux Areia 33 180g/m2 Bob 1400 mmUNICA-U,50,2025-04-29,2025-04-17,2025-04-24,2025-04-29,2025-05-02,22679,Kariplast,665.8,88.0,0.0,Universo,Cartão,1.0,13.32,METROS,Sintéticos,COURO
Percalux Laranja 180g/m2 Bob 1400 mm,5,2025-04-30,2025-04-24,2025-04-28,2025-04-28,2025-04-28,5167,Led Encadernadora,160.24,70.24,0.0,Universo,Cartão,1.0,32.05,METROS,Sintéticos,COURO
Percalux Cafe 180g/m2 Bob 1400 mm,5,2025-04-30,2025-04-24,2025-04-28,,2025-04-30,4806,Jafi Decorações,87.5,0.0,,Universo,Cartão,1.0,17.5,METROS,Sintéticos,COURO
20336 FERRAGEM A5UNICA-U,5000,2025-05-26,2025-04-28,2025-04-29,2025-05-14,2025-05-26,4747,Naxan,16523.92,273.92,0.0,Natural,Boleto,3.0,3.3,UNIDADES,Wire-o,FERRAGEM
20337 FERRAGEM 17X24UNICA-U,5000,2025-05-26,2025-04-28,2025-04-29,2025-05-14,2025-05-26,4747,Naxan,15710.44,260.44,0.0,Natural,Boleto,3.0,3.14,UNIDADES,Wire-o,FERRAGEM
PELICA AZUL IOLITA 10129PV 0.23MM,900,2025-05-12,2025-04-28,2025-04-29,2025-05-27,2025-06-02,27417,Buritama Sintéticos,9423.0,230.62,1570.5,Universo,Boleto,3.0,10.47,METROS,Sintéticos,COURO
PELICA ROSA ORQUÍDEA T81 02-05/25 0.23MM,1200,2025-05-12,2025-04-28,2025-04-29,2025-05-27,2025-06-02,27417,Buritama Sintéticos,13512.84,307.46,1130.76,Universo,Boleto,3.0,11.26,METROS,Sintéticos,COURO
MP133 PERCALUX HAVANA 180G/M2 BOB 1300 MMUNICA-U,600,2025-05-15,2025-04-30,2025-05-02,2025-05-07,2025-05-15,27258,Buritama Sintéticos,6408.0,0.0,765.36,Bela,Boleto,3.0,10.68,METROS,Sintéticos,COURO
MP111 PELICA CARAMELO 180G/M2 BOB 1300 MMUNICA-U,400,2025-05-15,2025-04-30,2025-05-02,2025-05-07,2025-05-15,27258,Buritama Sintéticos,4272.0,0.0,510.24,Bela,Boleto,3.0,10.68,METROS,Sintéticos,COURO
MP099 PELICA PRETA 180G/M2 Bob 1300 MM - COR 124UNICA-U,200,2025-04-30,2025-04-30,,,2025-04-28,,Buritama Sintéticos,,,,,,,,METROS,Sintéticos,COURO
MP099 PELICA PRETA 180G/M2 Bob 1300 MM - COR 124UNICA-U,1000,2025-05-15,2025-04-30,2025-05-02,2025-05-07,2025-05-15,27258,Buritama Sintéticos,10470.0,0.0,1382.04,Bela,Boleto,3.0,10.47,METROS,Sintéticos,COURO
MP132 Percalux Verde Bandeira 180g/m2 Bob 1400 mmUNICA-U,50,2025-05-08,2025-05-05,2025-05-07,2025-05-08,2025-05-08,15358,Jafi Decorações,875.0,0.0,0.0,Universo,Cartão,3.0,17.5,METROS,Aviamentos,COURO
MP099 PELICA PRETA 180G/M2 Bob 1300 MM - COR 124UNICA-U,1000,2025-05-21,2025-05-05,2025-05-07,2025-05-15,2025-05-21,27328,Buritama Sintéticos,11891.3,145.61,1382.04,Bruniel,Boleto,3.0,11.89,METROS,Sintéticos,COURO
MP111 PELICA CARAMELO 180G/M2 BOB 1300 MMUNICA-U,600,2025-05-21,2025-05-05,2025-05-07,2025-05-15,2025-05-21,27328,Buritama Sintéticos,7682.83,145.61,892.92,Bruniel,Boleto,3.0,12.8,METROS,Sintéticos,COURO
MP113 PELICA VERDE OLIVA 180G/M2 BOB 1300 MMUNICA-U,500,2025-05-21,2025-05-05,2025-05-07,2025-05-15,2025-05-21,27328,Buritama Sintéticos,5487.74,145.61,637.8,Bruniel,Boleto,3.0,10.98,METROS,Sintéticos,COURO
MP112 PELICA VERMELHO QUENTE 180G/M2 BOB 1300 MMUNICA-U,400,2025-05-21,2025-05-05,2025-05-07,2025-05-15,2025-05-21,27328,Buritama Sintéticos,5487.74,145.61,637.8,Bruniel,Boleto,3.0,13.72,METROS,Sintéticos,COURO
MP133 PERCALUX HAVANA 180G/M2 BOB 1300 MMUNICA-U,400,2025-05-21,2025-05-05,2025-05-07,2025-05-15,2025-05-21,27328,Buritama Sintéticos,4390.19,145.61,510.24,Bruniel,Boleto,3.0,10.98,METROS,Sintéticos,COURO
Papelao 1250 g/m2 1.0mm - 800 x 1000,3000,2025-05-28,2025-05-05,2025-05-08,2025-05-22,2025-05-28,40473,Papelão União,9165.48,719.32,1062.66,Bruniel,Boleto,4.0,3.06,FOLHAS,Papelão,PAPELAO
MP434 PAPELAO CORTADO 29X23.5 - CADERNETA 14X21/9X13UNICA-U,30000,2025-05-26,2025-05-06,2025-05-08,2025-05-22,2025-05-26,40473,Papelão União,14400.68,1159.48,1712.93,Bruniel,Boleto,4.0,0.48,CHAPAS,Papelão,PAPELAO
MP434 PAPELAO CORTADO 29X23.5 - CADERNETA 14X21/9X13UNICA-U,36000,2025-06-17,2025-05-06,2025-05-08,2025-05-22,2025-05-26,40473,Papelão União,17280.81,1391.38,2055.57,Bruniel,Boleto,4.0,0.48,CHAPAS,Papelão,PAPELAO
MP435 PAPELAO CORTADO 36.5X23.5 - ORG.A5/WIRE-O.A5/PLAN17X19.5UNICA-U,30000,2025-05-26,2025-05-06,2025-05-08,2025-05-22,2025-05-26,40473,Papelão União,18125.49,1459.39,2155.98,Bruniel,Boleto,4.0,0.6,CHAPAS,Papelão,PAPELAO
MP435 PAPELAO CORTADO 36.5X23.5 - ORG.A5/WIRE-O.A5/PLAN17X19.5UNICA-U,36000,2025-06-17,2025-05-06,2025-05-08,2025-05-22,2025-05-26,40473,Papelão União,21991.14,1751.27,2618.3,Bruniel,Boleto,4.0,0.61,CHAPAS,Papelão,PAPELAO
MP437 PAPELAO CORTADO 43X27 - FICHARIO A5/17X24/CAD.OGR17X24UNICA-U,12000,2025-05-26,2025-05-06,2025-05-08,2025-05-22,2025-05-26,40473,Papelão União,9213.54,790.15,1167.3,Bruniel,Boleto,4.0,0.77,CHAPAS,Papelão,PAPELAO
MP003 ELASTICO Nº 12Marrom - São José-U,70,2025-05-06,2025-05-06,,,2025-05-06,,,,,,,,,,METROS,,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,5500,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,2500.3,0.0,300.04,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Amarelo JASMIN - Olimpia-U,3500,2025-06-04,2025-05-12,2025-05-14,2025-06-04,2025-06-04,29545,Elasticos Olimpia Ltda,1750.0,30.71,0.0,Mar,Boleto,6.0,0.5,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12IMPALA - OLIMPIA-U,5200,2025-06-04,2025-05-12,2025-05-14,2025-06-04,2025-06-04,29545,Elasticos Olimpia Ltda,2600.0,30.71,0.0,Mar,Boleto,6.0,0.5,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12AZUL DENIM - OLIMPIA-U,2000,,2025-05-12,2025-05-14,2025-06-04,2025-06-04,29545,Elasticos Olimpia Ltda,1000.0,30.71,0.0,Mar,Boleto,6.0,0.5,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vermelho - São José-U,4000,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,1818.4,0.0,218.21,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Lilas - São José-U,3100,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,1409.26,0.0,169.11,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marfim - São José-U,5500,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,2500.3,0.0,300.04,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,700,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,318.22,0.0,38.19,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Agua - São José-U,2000,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,909.2,0.0,109.1,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12ROSA NESCAU - OLIMPIA-U,1500,2025-06-04,2025-05-12,2025-05-14,2025-06-04,2025-06-09,29545,Elasticos Olimpia Ltda,750.0,30.71,0.0,Mar,Boleto,6.0,0.5,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vinho - Monitex-U,900,2025-06-04,2025-05-12,2025-05-12,2025-05-20,2025-06-05,754,M B TECPEL Ltda,452.5,0.0,0.0,Elohim,Pix,1.0,0.5,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Marinho - São José-U,1500,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,681.9,0.0,81.83,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Rosa Bebê - São José-U,3500,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,1591.1,0.0,190.93,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12AZUL PARAISO - OLIMPIA-U,3500,2025-06-04,2025-05-12,2025-05-14,2025-06-04,2025-06-09,29545,Elasticos Olimpia Ltda,1750.0,30.71,0.0,Mar,Boleto,6.0,0.5,METROS,Aviamentos,ELASTICO
20381 WIRE-O - BOBINA PRATAUNICA-7/8,4,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,220467,Lassane,1390.7,138.48,162.16,Natural,Boleto,3.0,347.68,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,6,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,220467,Lassane,2020.0,201.15,235.53,Natural,Boleto,3.0,336.67,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-5/8,4,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,220467,Lassane,1887.81,187.98,220.12,Natural,Boleto,3.0,471.95,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/8,2,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,220467,Lassane,1158.15,115.33,135.04,Natural,Boleto,3.0,579.08,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-1,6,2025-05-28,2025-05-09,2025-05-13,2025-05-30,2025-05-28,221051,Lassane,1635.23,197.06,214.15,Natural,Boleto,3.0,272.54,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,12,2025-05-28,2025-05-09,2025-05-13,2025-05-30,2025-05-28,221051,Lassane,3637.7,438.38,476.41,Natural,Boleto,3.0,303.14,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/4,5,2025-05-28,2025-05-09,2025-05-13,2025-05-30,2025-05-28,221051,Lassane,1621.64,195.43,212.38,Natural,Boleto,3.0,324.33,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-3/4,3,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,220467,Lassane,1080.59,107.6,125.99,Natural,Boleto,3.0,360.2,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-5/8,4,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,220467,Lassane,1887.81,187.98,220.12,Natural,Boleto,3.0,471.95,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-1 1/4,36,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,220467,Lassane,9553.99,951.37,1113.98,Natural,Boleto,3.0,265.39,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-1 1/4,27,2025-05-28,2025-05-09,2025-05-13,2025-06-06,,221398,Lassane,7457.68,374.86,866.75,Natural,Boleto,3.0,276.21,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-9/16,6,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,220467,Lassane,2947.3,293.49,343.65,Natural,Boleto,3.0,491.22,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-1 1/4,30,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,22842,Spiralteck,9229.87,739.93,986.72,Universo,Boleto,4.0,307.66,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-7/8,30,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,22842,Spiralteck,12512.8,1003.11,1337.69,Universo,Boleto,4.0,417.09,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-3/4,10,2025-05-28,2025-05-09,2025-05-13,,2025-05-28,4851,Spiralteck,4388.92,351.85,469.2,Universo,Boleto,4.0,438.89,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-5/8,15,2025-05-28,2025-05-09,2025-05-13,,2025-05-28,4851,Spiralteck,7804.59,625.67,834.35,Universo,Boleto,4.0,520.31,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-3/8,4,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,220467,Lassane,2316.3,230.65,270.08,Natural,Boleto,3.0,579.08,CAIXAS,Wire-o,WIRE-O
MP003 ELASTICO Nº 12Azul Bebê - São José-U,4000,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,1818.4,0.0,218.21,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP108 PELICA AZUL BEBE 180G/M2 BOB 1300 MM - COR 8345UNICA-U,400,2025-05-27,2025-05-07,2025-05-07,2025-05-15,2025-05-21,27328,Buritama Sintéticos,4390.19,146.61,510.24,Bruniel,Boleto,3.0,10.98,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,1000,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,454.6,0.0,54.55,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMVermelha - Cód. 26 Kit-4MM,1400,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,139.86,0.0,15.26,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,5000,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,499.5,0.0,54.49,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMPreta - Cód. 39-7MM,4500,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,449.55,0.0,49.04,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMRosa Bebê - Cód. 04 Kit-7MM,1000,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,99.9,0.0,10.9,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVinho - Cód. 37 Kit-4MM,500,2025-05-19,2025-05-12,2025-05-19,2025-05-19,2025-05-19,930576,Parco Comércio e Serviços,64.95,0.0,12.99,Natural,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMRosa Bebê - Cód. 04 Kit-4MM,1300,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,129.87,0.0,14.17,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Bebê - Cód. 104 Kit-4MM,1000,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,99.9,0.0,10.9,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Marinho - Cód. 120 Kit-7MM,700,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,69.93,0.0,7.63,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
